C,C2H2,,C3,H2,,,,0.260E-09,-0.700E-01,0.000E+00,0.120E+01,0.900E+00,,"Bergeat & Loison 2001,Costes et al. 2009, Mebel et al. 2007"
C,C2H2,,cC3H,H,,,,0.410E-10,-0.390E+00,0.200E+01,0.140E+01,0.800E+00,,"Bergeat & Loison 2001,Costes et al. 2009, Mebel et al. 2007"
C,C2H2,,lC3H,H,,,,0.780E-11,0.108E+01,0.000E+00,0.180E+01,0.200E+01,,"Bergeat & Loison 2001,Costes et al. 2009, Mebel et al. 2007"
C,C2H3,,cC3H2,H,,,,4.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Nguyen et al. [2001a], Nguyen et al. [2001b], Crider et al. [2009], Wilson et al. [2012]"
C,C2H3,,lC3H2,H,,,,2.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Nguyen et al. [2001a], Nguyen et al. [2001b], Crider et al. [2009], Wilson et al. [2012]"
C,C2H3,,tC3H2,H,,,,3.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Nguyen et al. [2001a], Nguyen et al. [2001b], Crider et al. [2009], Wilson et al. [2012]"
C,C2H3,,cC3H,H2,,,,1.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Nguyen et al. [2001a], Nguyen et al. [2001b], Crider et al. [2009], Wilson et al. [2012]"
C,C2H3,,lC3H,H2,,,,1.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Nguyen et al. [2001a], Nguyen et al. [2001b], Crider et al. [2009], Wilson et al. [2012]"
C,C2H4,,C3H3,H,,,,0.210E-09,-0.110E+00,0.000E+00,0.140E+01,0.000E+00,,"Chastaing et al. 1999, Chastaing et al. 2001, Bergeat & Loison 2001,Haider & Husain 1993a, Haider & Husain 1993b"
C,C2H4,,C2H2,3CH2,,,,0.200E-10,-0.110E+00,0.000E+00,0.200E+01,0.000E+00,,"Chastaing et al. 1999, Chastaing et al. 2001, Bergeat & Loison 2001,Haider & Husain 1993a, Haider & Husain 1993b"
C,cC3H2,,C4H,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Georgievskii & Klippenstein [2005] considering no barrier
C,tC3H2,,C4H,H,,,,2.000E-11,-0.540E+00,0.000E+00,0.300E+01,0.000E+00,,Georgievskii & Klippenstein [2005] considering no barrier
C,lC3H2,,C4H,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Georgievskii & Klippenstein [2005] considering no barrier
C,CH3C2H,,C4H3,H,,,,0.267E-09,-0.110E+00,0.000E+00,0.140E+01,0.000E+00,,"Chastaing et al. [2000], Loison et al. [2004]"
C,CH2CCH2,,C4H3,H,,,,0.350E-09,-0.100E-01,0.000E+00,0.140E+01,0.000E+00,,"Chastaing et al. [2000], Loison et al. [2004]"
C,C3H6,,C4H5,H,,,,0.140E-09,-0.800E-01,0.000E+00,0.160E+01,0.000E+00,,"Chastaing et al. 1999, Loison & Bergeat 2004"
C,C3H6,,C3H3,CH3,,,,0.140E-09,-0.800E-01,0.000E+00,0.160E+01,0.000E+00,,"Chastaing et al. 1999, Loison & Bergeat 2004"
C,C4H2,,C5H,H,,,,0.300E-09,0.000E+00,0.000E+00,0.200E+01,0.000E+00,, Loison et al. 2014
C,C4H4,,C5H3,H,,,,0.300E-09,0.000E+00,0.000E+00,0.200E+01,0.000E+00,, Loison et al. 2014
C,C4H6,,C5H5,H,,,,0.300E-09,0.000E+00,0.000E+00,0.140E+01,0.210E+02,,"Husain & Ioannou [1997], Chastaing et al. [2001]"
C,C4H8,,C5H7,H,,,,0.300E-09,0.000E+00,0.000E+00,0.140E+01,0.210E+02,, Loison et al. 2014
C,C6H4,,C7H3,H,,,,0.300E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,, Loison et al. 2014
C,C6H6,,C7H5,H,,,,0.300E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Bergeat & Loison 2001, Bettinger et al. 2000"
CH,H2,,3CH2,H,,,,0.310E-09,0.000E+00,0.165E+04,0.130E+01,0.100E+03,,Brownsword et al. [1997]
CH,CH,,C2H,H,,,,0.200E-09,0.000E+00,0.000E+00,0.200E+01,0.000E+00,,"Shen & Pritchard [1991], Dean & Hanson [1992], Bergeat et al. [1999]"
CH,CH,,3CH2,C,,,,0.200E-10,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Shen & Pritchard [1991], Dean & Hanson [1992], Bergeat et al. [1999]"
CH,3CH2,,C2H2,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Georgievskii & Klippenstein [2005] considering no barrier
CH,CH3,,C2H3,H,,,,0.100E-10,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Satyapal et al. [1990], Chang et al. [1998b], Georgievskii & Klippenstein [2005]"
CH,CH3,,C2H2,H,H,,,0.100E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Satyapal et al. [1990], Chang et al. [1998b], Georgievskii & Klippenstein [2005]"
CH,CH4,,C2H4,H,,,,0.105E-09,-0.104E+01,0.361E+02,0.130E+01,0.445E+01,,KIDA
CH,C2H2,,cC3H2,H,,,,0.130E-09,-0.233E+00,0.160E+02,0.160E+01,0.700E+01,,"Butler et al. 1981, Berman et al.1982, Canosa et al. 1997, Thiesemann et al. 1997, Boullart et al. 1996, McKee et al. 2003, Loison & Bergeat 2009, Maksyutenko et al. 2010, Goulay et al. 2009"
CH,C2H2,,tC3H2,H,,,,0.250E-09,-0.233E+00,0.160E+02,0.160E+01,0.700E+01,,"Butler et al. 1981, Berman et al.1982, Canosa et al. 1997, Thiesemann et al. 1997, Boullart et al. 1996, McKee et al. 2003, Loison & Bergeat 2009, Maksyutenko et al. 2010, Goulay et al. 2009"
CH,C2H2,,lC3H,H2,,,,0.371E-10,-0.233E+00,0.160E+02,0.160E+01,0.700E+01,,"Butler et al. 1981, Berman et al.1982, Canosa et al. 1997, Thiesemann et al. 1997, Boullart et al. 1996, McKee et al. 2003, Loison & Bergeat 2009, Maksyutenko et al. 2010, Goulay et al. 2009"
CH,C2H4,,CH3C2H,H,,,,0.100E-09,-0.546E+00,0.296E+02,0.160E+01,0.700E+01,,"Butler et al. 1981, Berman et al. 1982,  Thiesemann et al. 1997, Thiesemann et  al. 2001, Canosa et al. 1997, McKee et al. 2003, Loison & Bergeat  2009, Goulay et al. 2009, Gosavi et al.  1985, Wang & Huang 1998, Davis et  al. 1999, Stranges et al. 2008"
CH,C2H4,,CH2CCH2,H,,,,0.240E-09,-0.546E+00,0.296E+02,0.160E+01,0.700E+01,,"Butler et al. 1981, Berman et al. 1982,  Thiesemann et al. 1997, Thiesemann et  al. 2001, Canosa et al. 1997, McKee et al. 2003, Loison & Bergeat  2009, Goulay et al. 2009, Gosavi et al.  1985, Wang & Huang 1998, Davis et  al. 1999, Stranges et al. 2008"
CH,C2H6,,C3H6,H,,,,0.500E-11,-0.648E+00,0.436E+02,0.160E+01,0.700E+01,,"Butler et al. [1980], Butler et al. [1981], Berman & Lin [1983], Canosa et al. [1997], McKee et al. [2003], Galland et al. [2003]"
CH,C2H6,,C2H4,CH3,,,,0.280E-10,-0.648E+00,0.436E+02,0.160E+01,0.700E+01,,"Butler et al. [1980], Butler et al. [1981], Berman & Lin [1983], Canosa et al. [1997], McKee et al. [2003], Galland et al. [2003]"
CH,C3,,C4,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Estimated by comparison with CH + unsaturated hydrocarbons (Butler et al. [1980], Berman et al. [1982], Thiesemann et al. [1997], Canosa et al. [1997], Thiesemann et al. [2001], Daugey et al. [2005])"
CH,cC3H2,,C4H2,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Hébrard et al. [2013]
CH,tC3H2,,C4H2,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Hébrard et al. [2013]
CH,lC3H2,,C4H2,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Hébrard et al. [2013]
CH,CH3C2H,,C4H4,H,,,,0.400E-09,0.000E+00,0.000E+00,0.200E+01,0.140E+02,,"Fleming et al. [1980], Butler et al. [1981], Daugey et al. [2005], Loison & Bergeat [2009], Goulay et al. [2009]"
CH,CH2CCH2,,C4H4,H,,,,0.420E-09,0.000E+00,0.000E+00,0.200E+01,0.140E+02,,"Daugey et al. [2005], Loison & Bergeat [2009], Goulay et al. [2009]"
CH,C3H6,,C4H6,H,,,,3.300E-10,0.000E+00,0.000E+00,0.140E+01,7.000E+00,,"Daugey et al. [2005], Loison & Bergeat [2009]"
CH,C3H6,,CH2CCH2,CH3,,,,9.000E-11,0.000E+00,0.000E+00,0.140E+01,7.000E+00,,"Daugey et al. [2005], Loison & Bergeat [2009]"
CH,C3H8,,C4H8,H,,,,5.000E-11,0.000E+00,0.000E+00,1.800E+00,7.000E+00,,Loison et al. [2006]
CH,C3H8,,C3H6,CH3,,,,1.400E-10,0.000E+00,0.000E+00,1.800E+00,7.000E+00,,Loison et al. [2006]
CH,C3H8,,C2H5,C2H4,,,,8.000E-11,0.000E+00,0.000E+00,1.800E+00,7.000E+00,,Loison et al. [2006]
CH,C4H2,,C5H2,H,,,,0.421E-09,-0.233E+00,0.160E+02,0.100E+02,0.100E+03,,By comparison with CH + C2H2
CH,C4H4,,C5H4,H,,,,0.200E-09,0.000E+00,0.000E+00,0.200E+01,0.000E+00,,"By comparison with CH + alkenes and alkynes (Butler et al. [1980], Berman et al. [1982], Thiesemann et al. [1997], Canosa et al. [1997], Thiesemann et al. [2001], Daugey et al. [2005], Loison & Bergeat [2009])"
CH,C4H6,,C5H6,H,,,,1.000E-10,0.000E+00,0.000E+00,2.000E+00,1.000E+02,,"By comparison with CH + alkenes and alkynes (Butler et al. [1980], Berman et al. [1982], Thiesemann et al. [1997], Canosa et al. [1997], Thiesemann et al. [2001], Daugey et al. [2005], Loison & Bergeat [2009])"
CH,C4H6,,C4H4,CH3,,,,1.000E-10,0.000E+00,0.000E+00,2.000E+00,1.000E+02,,"By comparison with CH + alkenes and alkynes (Butler et al. [1980], Berman et al. [1982], Thiesemann et al. [1997], Canosa et al. [1997], Thiesemann et al. [2001], Daugey et al. [2005], Loison & Bergeat [2009])"
CH,C4H8,,C5H8,H,,,,2.600E-10,0.000E+00,0.000E+00,1.800E+00,7.000E+00,,"Canosa et al. [1997], Loison & Bergeat 2009"
CH,C4H8,,C4H6,CH3,,,,1.100E-10,0.000E+00,0.000E+00,1.800E+00,7.000E+00,,"Canosa et al. [1997], Loison & Bergeat 2009"
CH,C4H10,,C5H10,H,,,,5.000E-11,0.000E+00,0.000E+00,1.800E+00,7.000E+00,,Loison et al. [2006]
CH,C4H10,,C4H8,CH3,,,,3.000E-10,0.000E+00,0.000E+00,1.800E+00,7.000E+00,,Loison et al. [2006]
CH,C6H6,,C7H6,H,,,,4.300E-10,0.000E+00,0.000E+00,3.000E+00,0.000E+00,,Berman et al. 1982
1CH2,H2,,3CH2,H2,,,,1.600E-11,-0.900E+00,0.000E+00,0.160E+01,0.700E+01,,Gannon et al. [2008]
1CH2,H2,,CH3,H,,,,8.800E-11,0.350E+00,0.000E+00,0.140E+01,0.700E+01,,Gannon et al. [2008]
1CH2,3CH2,,C2H2,H,H,,,0.300E-10,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,Tsang and Hampson [1986]
1CH2,1CH2,,C2H2,H,H,,,0.500E-10,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,Tsang and Hampson [1986]
1CH2,CH3,,C2H4,H,,,,0.300E-10,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,Tsang and Hampson [1986]
1CH2,CH4,,3CH2,CH4,,,,0.310E-11,0.000E+00,-0.250E+03,0.140E+01,0.100E+03,,Böhland et al. [1985]
1CH2,CH4,,CH3,CH3,,,,0.279E-10,0.000E+00,-0.250E+03,0.140E+01,0.100E+03,,"Ashfold et al. [1981], Langford et al. [1983], Irle & Morokuma [2000]"
1CH2,C2H,,cC3H2,H,,,,0.100E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Deduced from C3H3 dissociation, Nguyen 2001"
1CH2,C2H,,tC3H2,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Deduced from C3H3 dissociation, Nguyen 2001"
1CH2,C2H,,lC3H2,H,,,,0.500E-10,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Deduced from C3H3 dissociation, Nguyen 2001"
1CH2,C2H2,,3CH2,C2H2,,,,2.300E-10,0.000E+00,0.000E+00,0.180E+01,0.210E+02,,"Gannon et al. [2010b], Gannon et al. [2010c], Hébrard et al. [2013]"
1CH2,C2H2,,C3H3,H,,,,7.600E-11,-0.300E+00,0.000E+00,0.180E+01,0.210E+02,,"Gannon et al. [2010b], Gannon et al. [2010c], Hébrard et al. [2013]"
1CH2,C2H3,,C2H2,CH3,,,,0.300E-10,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang and Hampson [1986]
1CH2,C2H4,,3CH2,C2H4,,,,1.400E-10,0.000E+00,0.000E+00,0.180E+01,0.210E+02,,"Gannon et al. [2010b], Gannon et al. [2010c], Hébrard et al. [2013]"
1CH2,C2H4,,C3H5,H,,,,6.300E-11,0.000E+00,0.000E+00,0.180E+01,0.210E+02,,"Gannon et al. [2010b], Gannon et al. [2010c], Hébrard et al. [2013]"
1CH2,C2H5,,C2H4,CH3,,,,0.150E-10,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang and Hampson [1986]
1CH2,C2H5,,C3H6,H,,,,0.150E-10,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang and Hampson [1986]
1CH2,C2H6,,3CH2,C2H6,,,,0.360E-10,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,Baulch et al. [1992]
1CH2,C2H6,,C2H5,CH3,,,,0.190E-09,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,Tsang and Hampson [1986]
1CH2,C3,,C4H,H,,,,0.200E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,By comparison with 1CH2 + C2H4 (C3 is a pseudo alkene)
1CH2,CH3C2H,,C4H5,H,,,,0.962E-10,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,By comparison with 1CH2 + C2H2
1CH2,CH2CCH2,,C4H5,H,,,,0.962E-10,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,By comparison with 1CH2 + C2H4
1CH2,C3H5,,C4H6,H,,,,0.333E-09,0.000E+00,0.000E+00,0.250E+01,0.100E+03,,Tsang [1991]
1CH2,C3H5,,C2H4,C2H3,,,,0.670E-10,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,Tsang [1991]
1CH2,C3H7,,C2H5,C2H4,,,,0.300E-10,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang [1988]
1CH2,C3H7,,C3H6,CH3,,,,0.300E-11,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang [1988]
1CH2,C3H8,,C2H5,C2H5,,,,0.160E-09,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,Tsang [1988]
1CH2,C4H2,,C5H3,H,,,,0.962E-10,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,By comparison with 1CH2 + C2H2
1CH2,N2,,3CH2,N2,,,,0.110E-10,0.810E+00,0.000E+00,0.160E+01,0.000E+00,,Gannon et al. [2010a]
1CH2,cC3H2,,C4H3,H,,,,0.300E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Capture rate constant considering no barrier in the entrance valley
1CH2,tC3H2,,C4H3,H,,,,0.300E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Capture rate constant considering no barrier in the entrance valley
1CH2,lC3H2,,C4H3,H,,,,0.300E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Capture rate constant considering no barrier in the entrance valley
3CH2,H2,,CH3,H,,,,8.000E-12,0.000E+00,0.450E+04,0.100E+02,0.100E+04,,Tsang and Hampson [1986] - Upper limit 
3CH2,3CH2,,C2H2,H,H,,,7.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Estimated by comparison with the photodissociation of C2H4 (Satyapal et al. [1990], Chang et al. [1998a], Chang et al. [1998b], Lee et al. [2004])"
3CH2,3CH2,,C2H2,H2,,,,3.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Estimated by comparison with the photodissociation of C2H4 (Satyapal et al. [1990], Chang et al. [1998a], Chang et al. [1998b], Lee et al. [2004])"
3CH2,3CH2,,C2H3,H,,,,5.000E-12,0.000E+00,0.000E+00,0.400E+01,0.000E+00,,"Estimated by comparison with the photodissociation of C2H4 (Satyapal et al. [1990], Chang et al. [1998a], Chang et al. [1998b], Lee et al. [2004])"
3CH2,CH3,,C2H4,H,,,,1.000E-10,0.000E+00,0.000E+00,0.200E+01,0.000E+00,,"Wang & Fockenberg [2001], Georgievskii & Klippenstein [2005]"
3CH2,CH4,,CH3,CH3,,,,0.713E-11,0.000E+00,0.505E+04,0.300E+01,0.100E+03,,Böhland et al. [1985a] - Upper limit
3CH2,C2H,,cC3H2,H,,,,4.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Estimated by comparison with the photodissociation of C3H3 (Crider et al. [2009]) (Nguyen et al. [2001b])
3CH2,C2H,,tC3H2,H,,,,2.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Estimated by comparison with the photodissociation of C3H3 (Crider et al. [2009]) (Nguyen et al. [2001b])
3CH2,C2H,,lC3H2,H,,,,3.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Estimated by comparison with the photodissociation of C3H3 (Crider et al. [2009]) (Nguyen et al. [2001b])
3CH2,C2H,,cC3H,H2,,,,1.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Estimated by comparison with the photodissociation of C3H3 (Crider et al. [2009]) (Nguyen et al. [2001b])
3CH2,C2H,,lC3H,H2,,,,1.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Estimated by comparison with the photodissociation of C3H3 (Crider et al. [2009]) (Nguyen et al. [2001b])
3CH2,C2H3,,C2H2,CH3,,,,0.300E-10,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang and Hampson [1986]
3CH2,C2H5,,C2H4,CH3,,,,0.300E-10,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang and Hampson [1986]
3CH2,cC3H,,C4H2,H,,,,1.000E-10,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"by comparison with CH2+CH3 Wang and Fockenberg 2001, Georgievskii and Klippenstein 2005"
3CH2,lC3H,,C4H2,H,,,,1.000E-10,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"by comparison with CH2+CH3 Wang and Fockenberg 2001, Georgievskii and Klippenstein 2005"
3CH2,cC3H2,,C4H3,H,,,,0.100E-12,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,value at 150-190K considering a small barrier
3CH2,cC3H2,,C2H2,C2H2,,,,0.100E-12,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,value at 150-190K considering a small barrier
3CH2,C3H3,,C4H4,H,,,,1.000E-10,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Estimated by comparison with 3CH2 + 2CH3 (Wang & Fockenberg [2001], Georgievskii & Klippenstein [2005])"
3CH2,C3H5,,C4H6,H,,,,0.500E-10,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,"Tsang [1991], Miller [2004]"
3CH2,C3H5,,C2H3,C2H4,,,,0.120E-10,0.000E+00,0.000E+00,0.200E+01,0.100E+03,,"Tsang [1991], Miller [2004]"
3CH2,C3H7,,C2H4,C2H5,,,,0.301E-10,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang [1988]
3CH2,C3H7,,C3H6,CH3,,,,0.300E-11,0.000E+00,0.000E+00,0.300E+01,0.100E+03,,Tsang [1988]
3CH2,C4H3,,C4H2,CH3,,,,0.300E-10,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,By comparison with CH2+C2H3
CH3,H2,,CH4,H,,,,2.450E-14,2.880E+00,4.600E+03,1.120E+00,0.000E+00,,Baulch et al. [2005]
CH3,CH3,,C2H5,H,,,,0.146E-10,0.100E+00,0.534E+04,0.200E+01,0.100E+03,,Stewart et al. [1989]
CH3,C2H,,C3H3,H,,,,1.000E-10,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,"Tsang [1986], Georgievskii & Klippenstein [2005]"
CH3,C2H3,,C2H2,CH4,,,,0.330E-10,0.000E+00,0.000E+00,0.140E+01,0.000E+00,,Hébrard et al. [2013]
CH3,C2H4,,C2H3,CH4,,,,0.161E-13,0.370E+01,0.478E+04,0.200E+01,0.100E+03,,Tsang and Hampson [1986]
CH3,C2H5,,C2H4,CH4,,,,1.910E-12,0.000E+00,0.000E+00,0.250E+01,0.100E+03,,Hebrard et al. 2013
CH3,C2H6,,C2H5,CH4,,,,0.182E-15,0.600E+01,0.304E+04,0.158E+01,0.100E+03,,Baulch et al. [1992]
CH3,cC3H,,C4H3,H,,,,0.100E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,By comparison with CH3 + C2H3
CH3,lC3H,,C4H3,H,,,,0.100E-09,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,By comparison with CH3 + C2H3
CH3,cC3H2,,C4H4,H,,,,6.000E-13,0.000E+00,1.200E+03,0.300E+01,2.000E+02,,M06-2X and MP2 cc-pVTZ + TST calculations
CH3,tC3H2,,C4H4,H,,,,0.400E-10,0.000E+00,0.000E+00,3.000E+00,0.000E+00,,By comparison with 3CH2 + CH3 taking into consideration the size of the system
CH3,tC3H2,,C2H3,C2H2,,,,0.100E-10,0.000E+00,0.000E+00,3.000E+00,0.000E+00,,By comparison with 3CH2 + CH3 taking into consideration the size of the system
CH3,lC3H2,,C4H4,H,,,,1.000E-11,0.000E+00,0.000E+00,3.000E+00,0.000E+00,,"No barrier at M06-2X/cc-pVTZ, MP2 not working on this case."
CH3,lC3H2,,C2H3,C2H2,,,,1.000E-11,0.000E+00,0.000E+00,3.000E+00,0.000E+00,,"No barrier at M06-2X/cc-pVTZ, MP2 not working on this case."
CH3,CH3C2H,,C2H6,C2H,,,,0.832E-12,0.000E+00,0.443E+04,0.200E+01,0.100E+03,,Kerr and Parsonage [1972]
CH3,CH2CCH2,,C2H5,C2H2,,,,0.332E-12,0.000E+00,0.408E+04,0.200E+01,0.100E+03,,Kerr and Parsonage [1972]
CH3,C3H5,,CH3C2H,CH4,,,,0.403E-12,-0.320E+00,-0.660E+02,0.300E+01,0.100E+03,,Tsang [1991]
CH3,C3H5,,CH2CCH2,CH4,,,,0.403E-12,-0.320E+00,-0.660E+02,0.300E+01,0.100E+03,,Tsang [1991]
CH3,C3H6,,C3H5,CH4,,,,0.232E-12,0.000E+00,0.439E+04,0.200E+01,0.100E+03,,Kinsman and Roscoe [1994]
CH3,C3H7,,C3H6,CH4,,,,7.520E-12,0.680E+00,0.000E+00,0.300E+01,0.000E+00,,Tsang [1991]
CH3,C3H8,,C3H7,CH4,,,,0.165E-14,0.365E+01,0.360E+04,0.150E+01,0.100E+03,,Tsang [1988]
CH3,C4H,,C5H3,H,,,,0.400E-10,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,By comparison with CH3 + C2H
CH3,C4H3,,C4H2,CH4,,,,1.000E-11,0.000E+00,0.000E+00,3.000E+00,0.000E+00,,By comparison with CH3+C2H3
CH3,C4H4,,C4H3,CH4,,,,0.661E-12,0.000E+00,0.250E+04,0.200E+01,0.100E+03,,Scherzer et al. [1985]
CH3,C4H5,,C4H4,CH4,,,,0.300E-10,0.000E+00,0.000E+00,0.100E+02,0.100E+03,,By comparison with CH3+C2H3
CH3,C6H5,,SOOTC,,,,,6.000E-11,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,Vuitton et al [2012] leads to k(CH3+C6H5->toluene)=k_inf
1C2,N2,,3C2,N2,,,,1.000E-14,0.000E+00,0.000E+00,0.300E+01,0.000E+00,,<3e-14 (Reisler et al. 1980b)
1C2,H2,,C2H,H,,,,0.177E-09,0.000E+00,1.469E+03,0.160E+01,0.200E+02,,"Reisler et al. [1980], Pitts et al. [1982]"
